prob,error,minimum,feval,niter,convergence
cubic_8.5_7.5_10.0_-3.5_800_72.csv,1.2351453193559792e-10,5.102476776495404e-18,6.0,6,true
cubic_8.5_-8.5_3.0_-1.0_800_80.csv,1.8853807404184408e-11,5.935237293569718e-20,10.0,10,true
cubic_8.5_8.5_-3.5_2.5_100_14.csv,11.798037559479692,4458.330184792162,5.0,5,true
cubic_-8.5_9.0_6.0_-1.0_750_105.csv,4.341307313637799e-10,5.327699548023638e-17,7.0,7,true
cubic_-8.5_9.0_-6.5_8.5_650_98.csv,1.3790426578452752e-8,4.7605565415497225e-14,7.0,7,true
cubic_8.5_9.5_-0.5_6.5_1000_60.csv,7.2854309252079474e-9,2.2374254112934187e-14,5.0,5,true
cubic_8.5_9.5_-4.5_6.0_800_144.csv,3.365273393285406e-9,1.6308387520890793e-15,14.0,14,true
cubic_-8.5_-9.5_-9.5_-2.5_450_81.csv,10.292406163115313,26197.70545669293,6.0,6,true
cubic_-9.0_1.5_-2.0_7.0_1000_140.csv,7.826006509503713e-11,3.4049117737376916e-18,7.0,7,true
cubic_9.0_-1.5_6.5_5.0_150_32.csv,11.51225674547451,6133.469785665962,6.0,6,true
cubic_9.0_2.0_-10.0_0.0_150_33.csv,9.769496270049124e-11,5.047386958149156e-19,11.0,11,true
cubic_9.0_-3.0_7.5_-0.5_400_72.csv,1.1198321940852907e-6,1.1418059308942271e-10,8.0,8,true
cubic_9.0_4.0_-6.5_-1.0_800_80.csv,5.783506140666361e-8,1.0835917733501467e-12,7.0,7,true
cubic_-9.0_-5.5_-9.0_-4.0_350_38.csv,2.1991530463338904e-7,6.822015312017167e-12,7.0,7,true
cubic_9.5_0.0_4.5_-2.0_200_48.csv,14.296411952407759,10306.79797944588,13.0,13,true
cubic_-9.5_0.0_-7.5_2.0_500_35.csv,9.905841078553124,902.6733496587809,7.0,7,true
cubic_9.5_0.5_-10.0_10.0_850_51.csv,3.06617664591613e-9,3.4642921422518198e-15,6.0,6,true
cubic_-9.5_0.5_-4.5_7.0_800_200.csv,10.471045535571946,757.8700789942433,18.0,18,true
cubic_-9.5_0.5_-7.0_1.0_500_85.csv,1.440261243601526e-10,1.9408337298682433e-18,11.0,11,true
